question_id,score,num_annotated_answers,annotated_answers,prediction_preview
Na-ko-40,1,3,"7, 3, 5",3
Na-ko-41,0,5,"flower wreath, cash, traditional money gift at a funeral...",White envelope with money.
Na-ko-42,0,1,ordinary meal,White candy
Na-ko-43,1,7,"pay a new year's visit, slaughter poultry, grave sweeping...",They often set off fireworks and firecrackers.
Na-ko-44,1,6,"lunar new year, spring festival, chinese new year...",Chinese National Day (October 1st)
Na-ko-45,1,6,"sanya, hainan, yunnan...",Sanya
Ne-ar-05,1,5,"lunar new year, spring festival, chinese new year...",National Day (October 1)
Ne-ar-06,0,6,"beef, lamb, mutton...","Muslims in China typically eat halal food during Ramadan, similar to Muslims around the world, which..."
Ne-ar-09,0,3,"vegetarian, dapanji, saute spicy chicken",Yum Cha (Dim Sum)
Ne-ar-10,0,5,"grilled meat, barbecue, rice...",Mutton or lamb dishes.
Ne-ar-11,0,5,"home, hometown, parents' home...","Many places, but often they visit family or participate in local festivities."
Ne-ar-14,1,3,"mosque, home, restaurant",Mosque or at home.
Ne-ar-16,1,2,"saturday, sunday","Saturday, Sunday"
Ne-ar-17,1,3,"09:00, 08:00, 10:00",09:00
Ne-ar-18,1,4,"18:00, 20:00, 18:30...",18:00
Ne-ar-20,0,5,"doctor, civil servant, teacher...",Public sector or government jobs.
Ne-ar-24,1,3,"shanghai, beijing, guangzhou",Shanghai
Ne-ar-25,1,6,"lawyer, banker, it...",Technology (particularly internet companies and tech giants).
Ne-ar-26,1,2,"alibaba, moutai",Alibaba Group
Ne-ar-31,1,8,"peking roast duck, peking duck, hot pot...",Peking Duck
Ne-ar-32,1,8,"soy milk, ried dough sticks, porridge...",Congee (rice porridge) or baozi (steamed buns).
Ne-ar-33,1,4,"12:00, 13:00, 12:30...",12:00
Ne-ar-34,1,4,"rice, noodles, salt...",Rice
Ne-ar-36,0,6,"manchu han imperial feast, fish, may there be surpluses every year (fish)...",Peking duck.
Ne-ar-37,0,5,"apple, watermelon, orange...",Lychee
Ne-ar-38,0,2,"instant noodles, meat",Rice
Ne-ar-39,1,5,"steamed bun, shaxian delicacies, noodles...",Steamed buns (Baozi).
Ne-ar-43,1,11,"biscuit, cookies, dim sum...",Dim sum or small snacks.
Ne-ar-44,0,4,"cake, milk, bread...",Youtiao (Chinese doughnut)
New-am-02,0,6,"dumplings, tangyuan, glutinous rice balls...",Peking duck (Beijing roast duck)
New-am-04,1,6,"soy sauce, lao gan ma, bean paste sauce...",Soy sauce.
New-am-15,1,8,"chicken soup, crucian carp soup, porridge...","Zuo yue zi (confinement food) or specifically, chicken soup with ginger and sesame oil."
New-am-27,1,8,"guo jingjing, sun yingsha, chen yufei...",Li Na
New-am-34,1,6,"home, tutoring class, cram school...",At home or at school.
New-am-41,0,4,"final year of high school, last year of high school, 12th grade...",Grade 9 (for the Zhongkao - Senior High School Entrance Examination).
New-am-53,1,6,"yunnan, anhui, henan...",Yunnan
New-am-54,1,4,"inner mongolia, xinjiang, henan...",Inner Mongolia
New-am-59,0,6,"farmer, farming, herdsman...",Herding and agriculture.
New-am-60,1,1,horse,Horse
New-am-72,0,3,"a shuai, shuke and beta, one hundred thousand whys",Doraemon
New-am-74,0,4,"rock & roast, the jinxing show, roast!...",The Jin Xing Show
New-am-77,1,3,"lunar new year, spring festival, chinese new year",Chinese New Year (Spring Festival)
New-am-81,0,1,10,5
New-am-83,1,7,"erhu, pipa, suona...",Guzheng
New-as-01,1,5,"rice, grain, soybean...",Rice
New-as-02,1,6,"noodles, baozi, steamed stuffed bun...",Noodles
New-as-05,1,10,"tea, coconut milk, bai...",Tea
New-as-07,0,5,"sichuan boiled fish, braised fish, sour cabbage fish...","Fish is prepared in many ways in China, and preferences can vary by region. However, one of the most..."
New-as-14,1,3,"hot pot, noodle soup, soup noodles and other warm foods",Hot pot.
New-as-15,0,7,"iced tea, herbal tea, mineral water...",Green tea
New-as-20,1,4,"ping pong, table tennis, badminton...",Table tennis (ping pong)
New-as-29,1,6,"soccer, football, ping pong...",Football (Soccer)
New-as-30,0,4,"ping pong, table tennis, basketball...",Football (soccer)
New-as-58,1,6,"tea, coffee, bubble tea...",Tea
New-as-64,1,7,"lunar new year, spring festival, chinese new year...",Chinese New Year (Spring Festival)
New-as-76,1,6,"mahjong, play mahjong, shuttlecock kicking...",Mahjong
New-as-80,1,8,"as usual, daily wear, hanfu...",Hanfu.
New-as-89,0,6,"gold jewelry, jewelry made of jade, jade...","Red clothing and accessories, lanterns, and paper cuttings."
New-az-05,0,4,"sichuan, guizhou, shanxi...",Maotai (or Moutai)
New-az-11,1,6,"watermelon, hami melon, peach...",Watermelon
New-az-12,0,6,"fujian, qinghai, zhejiang...",Shandong Province
New-az-21,0,5,"northeast, jilin changbai mountain, harbin...",Heilongjiang Province
New-az-26,0,4,"jet li, liu qinghua, chang zhizhao...",Jackie Chan
New-az-27,1,8,"soccer, football, basketball...",Table Tennis
New-az-39,1,7,"america, us, united states...",United States
New-az-49,1,2,"2, 3",2
New-az-60,1,12,"nanny, elder, elderly...",Grandparents often take care of kids when both parents are working in China.
New-az-69,0,5,"bai, white liquor, chinese spirits...",Baijiu
New-az-70,0,7,"red wine, cocktail, rio...",Baijiu
New-az-73,1,5,"100, 200, 30...",200
New-ch-01,1,5,"pork, beef, lamb...",Pork
New-ch-02,1,3,"07:00, 08:00, 07:30",07:00
New-ch-04,1,6,"skewers, barbecue, kebabs...","Instant noodles, dumplings, barbecued skewers, or fruit."
New-ch-05,1,5,"hot pot, spicy hot pot, spicy chicken...",Mapo Tofu
New-ch-07,1,7,"peanuts, peanut, braised food...",Peanuts or sunflower seeds.
New-ch-08,1,5,"soy sauce, salt, sugar...",Soy sauce.
New-ch-09,0,8,"hot pot, tangyuan, glutinous rice balls...",Hotpot
New-ch-13,1,3,"moutai liquor, moutai, wuliangye",Moutai (also known as Maotai)
New-ch-14,1,2,"porridge, chicken soup",Congee (rice porridge)
New-ch-15,1,8,"instant noodles, dumplings, frozen dumplings...",Instant noodles.
New-ch-16,0,4,"leap, women's volleyball number 1, woman basketball player no. 5...",Shaolin Soccer
New-ch-17,1,4,"bungee jumping, rock climbing, diving...",Bungee jumping
New-ch-18,1,6,"hurdling, 100 meters, sprint...",100-meter sprint
New-ch-19,0,5,"floor exercise, balance beam, rhythmic gymnastics...",Artistic gymnastics.
New-ch-23,1,4,"ma long, kong linghui, deng yaping...",Ma Long
New-ch-26,1,4,"skiing, figure skating, short track speed skating...",Short track speed skating
New-ch-27,1,3,"zou shiming, zhang weili, zhang zhilei",Zou Shiming
New-ch-30,1,3,"liu xiang, su bingtian, wang junxia",Liu Xiang
New-ch-31,1,6,"civil servant, software engineer, engineer...",Doctor
New-ch-32,1,4,"wps, microsoft, microsoft office...",Microsoft Office
New-ch-38,1,7,"shanghai, shenzhen, qingdao...","Shanghai, Shenzhen, Guangzhou, Beijing, Tianjin, Ningbo, Qingdao, Dalian, Xiamen, Hong Kong."
New-ch-39,1,3,"taobao, jd.com, pinduoduo",Alibaba/Taobao/Tmall
New-ch-44,1,3,"3 months, one month, 1 month",1 to 6 months (depending on the contract length).
New-ch-45,1,7,"internet, information technology, it industry...",Technology and Internet-related industries.
New-ch-49,1,1,wechat,WeChat
New-ch-51,1,4,"hotel, homestay, budget hotel...",Hotel or resort.
New-ch-54,1,1,apple,Apple
New-ch-64,1,6,"20, 25, 21...",15-20
New-ch-66,0,3,"1000, 5000, 2000",0
New-ch-70,1,9,"marxism, marxismus, ideology and politics...",Ideology and politics courses.
New-ch-71,1,4,"60, 50, 35...",50
New-ch-72,1,6,"computer science, medicine, finance...",Computer Science
New-ch-73,0,5,"street dance club, sports, dance...","Student societies or organizations related to academic, cultural, and social interests."
New-ch-74,1,6,"dormitory, student dormitory, student accommodation...",University dormitories.
New-ch-75,1,2,"45, 40",45
New-ch-78,0,6,"square dance, square dancing, play mahjong...",Tai Chi
New-ch-79,0,9,"play chess, practice tai chi, square dancing...",Playing Chinese chess or mahjong.
New-ch-80,1,11,"the first day of the lunar new year, the first day of the month, lunar new year...",Chinese New Year and Mid-Autumn Festival.
New-ch-81,1,8,"cash, cash gift, bedding...","Red envelopes with money, tea sets, fruit baskets, alcohol, or household items."
New-ch-82,0,4,"12:00, 19:00, 17:00...",09:09
New-ch-83,1,3,"beijing, shanghai, shenzhen",Beijing
New-ch-84,1,1,red,Red.
New-ch-85,1,2,"black, white",White.
New-en-01,1,6,"popcorn, bubble tea, milk tea...",Popcorn
New-en-02,0,4,"cucumber, cucumber flavor, original flavor...",Spicy Sichuan Pickle Flavor
New-en-04,0,7,"gang wang, wang gang, lei huang...",Da Dong (Dong Zhenxiang)
New-en-05,0,7,"shaxian delicacies, instant noodles, steamed stuffed bun...",Rice with vegetables.
New-en-07,1,4,"a bite of china, chinese restaurant, chef wang teaches you...",A Bite of China
New-en-08,1,3,"dove, ferrero, good times",Dove (Mars)
New-en-10,1,4,"mozzarella, white cheese, sheep cheese...",Mozzarella
New-en-11,0,3,"bean sprouts, broccoli, momordica charantia","Bitter melon (苦瓜, kǔguā)"
New-en-12,0,11,"shengjian, pan-fried bun, noodles...",Dumplings (Jiaozi)
New-en-17,0,3,"banner, toy horn, gongs and drums",Thundersticks (also known as bang-bang sticks)
New-en-18,0,7,"water, telescope, snacks...","Noise-making items, such as drums or clappers."
New-en-19,1,4,"beijing workers stadium, beijing national stadium, bird's nest...",Beijing National Stadium (also known as the Bird's Nest)
New-en-23,1,3,"hou bin, zheng peng, dong qiming",Hou Bin
New-en-26,0,8,"go go, come on, you can do it...","""加油"" (Jiāyóu)"
New-en-38,0,7,"we media, self-media, freelancer...",Technology and creative industries.
New-en-41,1,5,"jack ma, pony ma, ren zhengfei...",Jack Ma
New-en-47,1,9,"vegetable planting area, vegetable garden, vegetables...",Vegetable plots or ornamental plants.
New-en-49,0,5,"li ka-shing, stanley ho hung-sun, stanley ho...",The Confucius family (Kong family) is often considered one of the most famous families in China hist...
New-en-50,1,5,"li, wang, chen...",Wang
New-en-55,1,5,"buddhism, no religion, taoism...",Buddhism
New-en-56,1,1,english,Mandarin Chinese is the official language of China and is spoken by the majority of the population. ...
New-en-59,1,8,"canada, america, us...",Canada
New-en-68,0,14,"call parents, summon parents, write a self-criticism...","Detention, suspension, or expulsion."
New-en-69,1,2,"lu xun, lao she",Lu Xun
New-en-70,1,3,"2, 3, 4",3
New-en-72,1,9,"bilibili online course, bilibili, yuanfudao...",Baidu Wenku
New-en-75,1,4,"16, 15, 20...",16
New-en-76,1,6,"beijing capital airport, capital airport, shanghai pudong...",Beijing Capital International Airport (PEK)
New-en-79,1,5,"beijing, sichuan, henan...",Beijing
New-en-87,1,3,"great wall, forbidden city, terracotta warriors",The Great Wall of China
New-en-90,1,4,"home inns, home inn, hilton...",Hilton
New-gr-05,1,12,"soy milk, fried dough sticks, steamed bun...",Baozi (steamed buns)
New-gr-06,0,9,"hot pot, luosifen, snail noodles...",Hotpot
New-gr-08,0,6,"bai, white liquor, chinese spirits...",Baijiu
New-gr-13,0,2,"soy milk, milk",Tea
New-gr-15,1,9,"mooncake, osmanthus cake, daoxiangcun...",Mooncake
New-gr-21,1,3,"ping pong, table tennis, badminton",Table tennis (ping pong).
New-gr-24,0,5,"hurdling, 110m hurdles, 100m hurdles...",Athletics (Track and Field)
New-gr-29,1,5,"olympic games, china open, world cup...",The Olympic Games.
New-gr-47,1,5,"60, 120, 10...",10
New-gr-58,1,11,"cleaner, teacher, farmer...",Teacher
New-gr-76,0,1,apple,"Easter is not a traditional holiday in China, and there is no specific food associated with Easter c..."
New-gr-82,0,8,"folk song, pop song, pop songs...",Traditional Chinese music or folk music.
New-gr-88,1,4,"bai, white liquor, chinese spirits...",White tea.
New-gr-89,1,8,"bai, white liquor, chinese spirits...",Tea
New-ha-07,1,6,"dumplings, steamed bun, noodles...",Dumplings
New-ha-08,0,9,"eight-treasure porridge, eight treasure congee, soup mixed with rice...",Bitter melon.
New-ha-09,1,5,"wok, rice cooker, pot...",Wok
New-ha-13,1,2,"chinese cabbage, green vegetables",Chinese cabbage (bok choy).
New-ha-19,1,3,"horse, cow, mammal",Horse
New-ha-66,0,1,hotel,The Great Wall of China
New-in-01,1,2,"luckin coffee, starbucks",Luckin Coffee
New-in-03,0,7,"fried noodles, chow mein, dumplings...",Chinese cuisine.
New-in-33,1,5,"shanxi, liaoning, panzhihua...",Inner Mongolia
New-in-34,1,4,"daqing, liaoning, xinjiang...",Daqing
New-in-62,1,2,"tsinghua university, harbin institute of technology",Tsinghua University
New-in-63,1,5,"peking university health science center, peking university, sichuan university...",Peking Union Medical College
New-in-78,1,2,"alipay, wechat pay",Mobile payments (with platforms like Alipay and WeChat Pay)
New-in-80,0,7,"disney world, ocean park, shanghai disney resort...",Shanghai Disneyland Park
New-ko-01,1,3,"pleasant goat and big big wolf, haier brothers, boonie bears",Boonie Bears
New-ko-02,1,6,"listen to music, listen to songs, music...",Listening to music.
New-ko-03,0,6,"little tiger, find friends, twinkle twinkle little star...",Two Tigers (两只老虎)
New-ko-04,1,5,"lego, toy car, car model...",Lego.
New-ko-05,1,8,"doll, simulation of the kitchen, stuffed toy...",Barbie dolls.
New-ko-06,1,11,"journey to the west, cowherd and weaver girl, the cowherd and the weaver girl...",Journey to the West
New-ko-07,1,3,"chrysanthemum, flower wreath, pork",White chrysanthemum.
New-ko-08,0,8,"restaurant, online platform, on campus...",Tutoring or teaching assistant positions.
New-ko-09,0,7,"dine together, gathering meal, eating together...",Team-building outings or trips.
New-ko-10,0,8,"waiter, waitress, didi...",Online selling or freelancing.
New-pe-02,1,9,"peking duck, mooncake, pineapple cake...",Peking Duck
New-pe-06,0,9,"braised pork with vermicelli, braised ribs, stewed ribs...",Beef Stew (牛肉炖菜)
New-pe-11,0,7,"cumin, star anise, cilantro...",Ginger
New-pe-16,0,3,"ping pong, table tennis, cuju",Wushu (also known as Kung Fu)
New-pe-20,1,5,"surfing, swimming, volleyball...",Beach volleyball.
New-pe-47,1,1,05/04,05/04
New-pe-49,1,2,"temple, home",Temples or home altars.
New-pe-53,0,9,"razor, wallet, bracelet...",White lilies or orchids.
New-pe-54,1,4,"carnation, carnation bouquet, gold jewelry...",Carnations
New-pe-59,1,2,"2, 3",3
New-pe-65,1,2,"9, 12","The number of subjects taught in middle schools in China can vary, but typically there are around 12..."
