question_id,score,num_annotated_answers,annotated_answers,prediction_preview
Ji-ko-07,1,5,"tencent, alibaba, huawei...",The most famous private company in China is Alibaba Group.
Ji-ko-08,0,6,"40, 76, 50...",44
Ji-ko-09,1,8,"hot pot, barbecue, hot dishes...","People typically eat various dishes, including traditional Chinese cuisine, during company get-toget..."
Ji-ko-14,1,6,"yiwu small commodities, mobile phone, textile...","China's representative export items include electronics, machinery, clothing, textiles, furniture, a..."
Ji-ko-15,1,3,"1, 1.5, 0.5",1.5
Ji-ko-16,1,5,"postpartum care center, hospital, maternal home...","In China, mothers typically stay in a postpartum care facility or their own home (depending on the f..."
Ji-ko-19,0,1,carnation,China's most commonly given flower on Parents' Day is the peony (牡丹).
Ji-ko-22,0,5,"clothes, gift, presents...","In China's society, people often spend their first salary on necessities, such as accommodation, foo..."
Ji-ko-24,1,5,"swing, slide, amusement park...","Based on the information available, the most preferred recreational facility among children in China..."
Ji-ko-25,1,9,"mid-autumn festival, lunar new year, spring festival...","In China, the main family-related holidays include:

1. Chinese New Year (Spring Festival) - usually..."
Ji-ko-26,0,4,"work, college graduate, buy a house...","In China's society, key milestones associated with children's independence from their parents includ..."
Ji-ko-27,0,6,"health care products, fruit basket, milk...",Red envelopes (hongbao)
Ji-ko-28,0,4,"first month, one month old, birth feast...",The first day that people celebrate after a child is born in China is the third day (also known as t...
Ji-ko-29,0,5,"80, 90, 20...","The oldest age, i.e., 100 years old, is celebrated the most grandly in Chinese society. It is consid..."
Ji-ko-31,1,4,"school, classroom, extracurricular tutoring class...",Middle and high school students in China usually study for exams at their respective schools.
Ji-ko-33,0,7,"home, go home, playground...",High school students in China usually go to classes after dinner.
Ji-ko-34,0,3,"parent pick-up and drop-off, walk, take the bus","Elementary school students in China usually go to school by walking, biking, taking a bus, or being ..."
Ji-ko-35,1,5,"private school, foreign language school, internation school...",The most common form of private education in China is independent schools (or private schools) known...
Ji-ko-36,0,3,"mathematics, english, physics","In China, middle and high school students most frequently attend general high schools (普通高中), which ..."
Ji-ko-37,1,2,"school uniform, sportswear","In China, middle and high school students typically wear uniforms to school."
Ji-ko-38,1,6,"medicine, aerospace science, law...",The most difficult major to gain admission to in China is typically Medicine (especially in top-rank...
Ji-ko-39,1,7,"piano, guitar, violin...",Piano
Ji-ko-40,1,8,"go to the toilet, chat, play...","High school students in China typically use their break time to socialize, chat with friends, go to ..."
Ji-ko-41,1,2,"sneakers, leather shoes",It is difficult to provide a single answer as shoe preferences in schools across China can vary grea...
Ji-ko-42,1,5,"mathematics, math, chinese...","In China's university entrance exam, also known as the National College Entrance Examination (NCEE),..."
Ji-ko-44,1,3,"beijing, zhejiang, shanghai",It is difficult to pinpoint a specific region within a Chinese city as having the highest academic f...
Ji-ko-45,0,4,"holiday, dance, national day...",Performances and Cultural Activities
Jo-sp-01,0,3,"basketball, soccer, football",Table tennis.
Jo-sp-02,0,7,"chinese chess, guandan, fishing...",The most popular sport played without a ball in China is Tai Chi.
Jo-sp-09,1,2,"golf, tennis",Golf and horse racing are most commonly associated with the upper class in China.
Jo-sp-13,1,6,"swimming, diving, jet ski...",The most popular water sport in China is swimming.
Jo-sp-14,1,4,"go, chinese chess, mahjong...",Chinese Chess (also known as Xiangqi) is the most popular mental sport in China.
Jo-sp-18,1,5,"10, 15, 115...",11
Jo-sp-19,1,6,"henan, northeast, northeast plain...",The region in China that has been traditionally associated with agriculture is the North China Plain...
Jo-sp-21,1,4,"12:00, 12:30, 13:00...",12:00
Jo-sp-31,0,5,"22:00, 17:15, 18:00...",15:00
Jo-sp-32,0,9,"running, soccer, football...",答案: Martial arts (such as Tai Chi or gymnastics)
Jo-sp-36,1,5,"8, 10, 6...",The duration of summer vacations at elementary schools in China is typically around 10 weeks.
Jo-sp-37,0,3,"8, 7, 3",لا معلومات كافية للإجابة على هذا السؤال. فترات الإجازة الصيفية في الجامعات في الصين تختلف من institu...
Jo-sp-39,1,2,"6, 7",6
Jo-sp-43,1,2,"1, 2",1
Jod-ch-01,1,1,chopsticks,Chopsticks.
Jod-ch-04,0,7,"coke, cola, bubble tea...",Sprite
Jod-ch-06,0,5,"bai, white liquor, chinese spirits...",The most popular traditional alcohol in China is baijiu.
Jod-ch-07,1,3,"2, 1.5, 1",As there is no specific data available on the exact average time people in China spend on dinner at ...
Jod-ch-09,1,2,"18:00, 19:00",18:00
Jod-ch-12,0,5,"tomato potato soup, pork bone soup, fresh soup...","There are numerous types of soups that people in China enjoy, so it's difficult to pinpoint just one..."
Jod-ch-13,0,8,"roasted sausage, barbecue skewers, sugar-coated haws...","Rice noodles (such as Xiao Mi Fan or Dan Dan Mian), Jianbing, Baozi (steamed buns), Jian Du Juan (Ch..."
Jod-ch-15,1,8,"crab, fish, salmon...","People from China enjoy a wide variety of seafood, including popular dishes such as fish (e.g., carp..."
Jod-ch-16,1,4,"lunar new year, spring festival, chinese new year...","The biggest festival in China is the Chinese New Year, also known as Spring Festival."
Jod-ch-28,1,5,"high-speed rail, airplane, high-speed train...",Train.
Jod-ch-30,1,7,"chinese knot, couplet, new year scrolls...","The specific decorations or symbols associated with the biggest festival in China, which is the Chin..."
Jod-ch-37,1,7,"diving, ping pong, table tennis...","Based on available data, women in China tend to enjoy watching a variety of sports, with basketball ..."
Jod-ch-38,0,7,"soccer, football, basketball...",Table Tennis
Jod-ch-41,1,12,"shopping, travel, tourism...",It is difficult to provide a single answer as leisure activities can vary greatly among individuals ...
Jod-ch-42,0,9,"play games, basketball, running...",The common leisure activity that males in their 20s in China engage in is playing mobile games.
Jod-ch-46,1,2,"1, 0.5",0.5
Jod-ch-48,1,8,"rice, canteen boxed meal, canteen...",It is difficult to provide a single answer as lunch options in China vary greatly depending on perso...
Jod-ch-50,0,3,"60, 90, 30","According to the latest data, the average commute time in China is approximately 52 minutes."
Jod-ch-51,1,7,"metro, subway, private car...",Bicycles
Jod-ch-54,0,2,"3, 2",98
Jod-ch-56,1,3,"55, 60, 65",60
Jod-ch-57,1,3,"60, 65, 61",60
Jod-ch-58,1,7,"teacher, civil servant, company president...","It is difficult to pinpoint a single profession as the most respected in China, as respect can vary ..."
Jod-ch-60,1,2,"8, 9",8
Jod-ch-61,1,4,"teacher, civil servant, social media influencer...",Primary school teacher
Jod-ch-62,0,8,"civil servant, investment bank, doctor...",It is difficult to determine the most preferred occupation among males in China without current data...
Ki-pe-17,1,5,"undergraduate, bachelor, high school...","In China, students typically pursue their education up to the secondary level, which includes middle..."
Ki-pe-24,1,2,"chinese, chinese language",Mandarin Chinese.
Ki-pe-30,1,2,"saturday, sunday","In China, schools generally follow a Monday to Friday schedule with weekends (Saturday and Sunday) a..."
Ki-pe-32,1,10,"stir-fry, cold dish, dim sum...","Dim sum, Peking duck, Kung Pao chicken, hot pot, and roast duck are some traditional dishes that hos..."
Ki-pe-34,0,2,"soy milk, milk","Tea (specifically, usually black tea or green tea) is the usual drink in breakfast in China."
Ki-pe-36,1,8,"america, us, united states...",Japan
Ki-pe-39,1,7,"fruit, ready-to-cook meal, snacks...","Rice, dumplings, noodles, barbecue skewers (such as zhajiangmian or kebabs), spring rolls, baozi (st..."
Ki-pe-40,1,4,"century egg, preserved egg, dog meat...",There isn't a single food that is universally considered disgusting by the rest of the world across ...
Ki-pe-43,0,5,"european-style bread, european bread, dirty bun...",Steamed Buns (or Mantou)
Ki-pe-51,1,2,"18:00, 17:00","Government offices in China generally follow a standard work schedule from Monday to Friday, with of..."
Ki-pe-53,1,2,"09:00, 08:00",09:00
Kik-in-01,1,6,"lunar new year, spring festival, chinese new year...",National Day holiday (also known as China National Day or National Day Holiday) has the longest dura...
Kik-in-02,1,6,"travel, tourism, stay at home...","The question asks about common activities people in China do to celebrate Independence Day, but ther..."
Kik-in-04,0,4,"white mourning banner, funeral couplet, white lantern...",A mourning arch or a funeral arch (qīn fān) is traditionally installed in front of a house when a fa...
Kik-in-06,1,6,"engagement ceremony, banquet, sacrificial ceremony...", engagement ceremony
Kik-in-07,1,7,"red packet, red envelope, red envelope with lucky money...",Red packets (hongbao)
Kik-in-10,1,5,"great wall, forbidden city, the palace museum...",The Great Wall of China.
Kik-in-11,1,8,"shaolin temple, wudang mountains, mount wutai...","The most popular religious site for tourism in China is the Great Wall of China, which is not a temp..."
Kik-in-15,0,3,"academic dress, bachelor's gown, white clothes","In China, women usually wear formal attire or traditional clothing such as a qipao (also known as a ..."
Kik-in-16,1,10,"tea, soup, bai...",Hot tea (such as Chrysanthemum tea or Pu-erh tea) is commonly consumed in China when the weather is ...
Kik-in-17,0,3,"coconut, melon, apple",Durian
Kik-in-24,1,3,"rice, fries, meal",Rice
Kik-in-31,1,5,"chinese kung fu, chinese martial arts, kung fu...",The most famous martial art sport in China is Tai Chi.
Kik-in-34,1,7,"table tennis, basketball, soccer...","Chinese National Football League (中超联赛), Chinese Basketball Association (CBA), Table Tennis, Badmint..."
Kik-in-35,0,3,"aerobics, fitness ring, stay at home","As an AI, I cannot provide real-time data or current events, including the popularity of sports duri..."
Kik-in-36,0,4,"li tie, li fenglou, fan zhiyi...","As of my last update in 2021, the most popular soccer coach in China is Li Xiayang, also known as Li..."
Kik-in-37,0,5,"evergrande vs. luneng, shandong luneng vs guangdong evergrande, shanghai sipg vs shanghai shenhua...",Shanghai Shenhua vs. Guangzhou Evergrande
Kik-in-38,0,1,beijing guoan vs tianjin teda,答案: Green Gang (Láozhōu) vs Red Devils (Hóngyuè)
Kik-in-40,1,1,lin dan,Lin Dan
Kik-in-41,0,2,"xie xingfang, chen yufei",The most famous female badminton player in China is Lin Dan.
Kik-in-44,1,8,"ping pong, table tennis, diving...",Table tennis.
Kik-in-45,1,8,"basketball court, soccer stadium, soccer field...","In China, schools typically have a variety of sports field facilities, including football (soccer) f..."
Na-ko-02,0,4,"latte, latte coffee, milk coffee...",Tea
Na-ko-04,0,6,"porridge, honey water, peanuts...",Ginseng soup
Na-ko-05,0,9,"skewers, barbecue, malatang...","The typical delivery food in China varies by region, but some popular options include:

1. Dumplings..."
Na-ko-07,1,3,"pork, chicken, beef",Pork
Na-ko-08,1,4,"apple, pomelo, pear...",答案：Apples
Na-ko-09,0,6,"green vegetables, stir-fried green vegetables, chinese cabbage...",Rice
Na-ko-11,1,5,"potato chips, chips, food to accompany alcohol...","People from China, like any other group, may eat a variety of foods while watching a soccer game, de..."
Na-ko-15,0,6,"ginseng, edible bird's nests, swallow nests...",Rice
Na-ko-16,0,6,"wu lei, lei wu, fan zhiyi...",The most famous soccer player in China is probably Sun Jihai.
Na-ko-17,1,4,"play basketball, basketball, reach jump...","The question does not specify a particular region or school, so it's difficult to provide a definiti..."
Na-ko-18,0,6,"basketball, jump rope, running...",Answer: The most common sport girls participate in during physical education classes in China is gym...
Na-ko-19,0,2,"lang ping, wei qiuyue",The most popular volleyball player in China is Zhu Ting.
Na-ko-20,0,6,"soccer, football, basketball...",Olympic Games
Na-ko-22,1,5,"japan, south korea, argentina...",Japan
Na-ko-23,0,4,"various types of sports schools, sports university, sports academies in various regions...",Football (Soccer) academies
Na-ko-24,0,3,"popcorn, roasted sausage, energy bar",The most commonly eaten food in sports stadiums while watching games in China is likely to be Jianbi...
Na-ko-25,0,8,"long jump, running, high jump...","The typical sports played in China's school sports day include track and field events, basketball, f..."
Na-ko-26,1,4,"square dance, square dancing, mahjong...","Tai Chi, Square Dancing, Table Tennis, and Golf are popular sports among the middle-aged population ..."
Na-ko-28,1,2,"eileen gu, wang meng","The most popular winter sports player in China is often considered to be Eileen Gu (谷爱玲), a freestyl..."
Na-ko-29,1,2,"sun yang, zhang lin",Sun Yang
Na-ko-30,1,4,"honor of kings, league of legends, dota...",The most popular e-sports game in China is League of Legends.
Na-ko-33,1,6,"dumplings, tangyuan, glutinous rice balls...",Dumplings.
Na-ko-37,0,13,"great wall, west lake, hangzhou west lake...",Hawaii
Na-ko-38,0,4,"ring, wedding ring, gold jewelry...","The most common wedding gift between bride and groom in China is money in a red envelope, also known..."
Na-ko-39,1,3,"red envelope, cash red envelope, cash gift",Red envelope with money.
Na-ko-40,1,3,"7, 3, 5",1-3
Na-ko-41,0,5,"flower wreath, cash, traditional money gift at a funeral...","Mao Zedong Shengsi (烧纸, also known as joss paper or spirit money) and fruit."
Na-ko-42,0,1,ordinary meal,"In China, it is common to provide steamed buns (also known as ""funeral buns"" or ""sorrow buns"") at fu..."
Na-ko-43,0,7,"pay a new year's visit, slaughter poultry, grave sweeping...","People in China traditionally wake up early on the morning of the Lunar New Year, also known as Spri..."
Na-ko-44,1,6,"lunar new year, spring festival, chinese new year...",The day with China's most severe nationwide traffic congestion is typically the Chinese New Year's E...
Na-ko-45,0,6,"sanya, hainan, yunnan...",Hawaii
Ne-ar-05,1,5,"lunar new year, spring festival, chinese new year...","The most important national holiday in China is National Day, also known as中华人民共和国国庆节 (Zhōnghuá Rénm..."
Ne-ar-06,0,6,"beef, lamb, mutton...","People from China do not observe Ramadan, as it is a religious holiday observed by Muslims. Therefor..."
Ne-ar-09,0,3,"vegetarian, dapanji, saute spicy chicken","It is not common for people from China to celebrate Eid ul Fitr, as it is a significant holiday prim..."
Ne-ar-10,0,5,"grilled meat, barbecue, rice...","It is not common for people from China to celebrate Eid ul Adha, as it is a significant Islamic holi..."
Ne-ar-11,0,5,"home, hometown, parents' home...",China
Ne-ar-14,1,3,"mosque, home, restaurant","In China, a family may gather for Eid festivities at mosques, Islamic centers, or in their own homes..."
Ne-ar-16,1,2,"saturday, sunday",The weekend in China is Saturday and Sunday.
Ne-ar-17,1,3,"09:00, 08:00, 10:00",09:00
Ne-ar-18,1,4,"18:00, 20:00, 18:30...",17:30
Ne-ar-20,0,5,"doctor, civil servant, teacher...",Government jobs are often considered to be relatively secure in China due to their stability and clo...
Ne-ar-24,1,3,"shanghai, beijing, guangzhou",Shanghai
Ne-ar-25,1,6,"lawyer, banker, it...",The industry that pays the best in China varies over time and can be influenced by various factors s...
Ne-ar-26,1,2,"alibaba, moutai",The most famous public corporation in China is Alibaba Group.
Ne-ar-31,1,8,"peking roast duck, peking duck, hot pot...",Peking Roast Duck.
Ne-ar-32,1,8,"soy milk, ried dough sticks, porridge...","Noodles, congee, porridge, steamed buns, or fried rice are commonly consumed for breakfast in China,..."
Ne-ar-33,1,4,"12:00, 13:00, 12:30...",12:00
Ne-ar-34,1,4,"rice, noodles, salt...",Rice
Ne-ar-36,1,6,"manchu han imperial feast, fish, may there be surpluses every year (fish)...","A typical festive meal in China often includes dishes such as Peking Roast Duck, dumplings (jiaozi),..."
Ne-ar-37,0,5,"apple, watermelon, orange...",答案：Dragon Fruit
Ne-ar-38,0,2,"instant noodles, meat",Rice
Ne-ar-39,1,5,"steamed bun, shaxian delicacies, noodles...",It is difficult to determine the cheapest fast food in China as prices can vary depending on locatio...
Ne-ar-43,1,11,"biscuit, cookies, dim sum...",People usually have tea in China with snacks or dim sum.
Ne-ar-44,0,4,"cake, milk, bread...",Chopsticks.
New-am-02,1,6,"dumplings, tangyuan, glutinous rice balls...",The most popular traditional food in China is often considered to be dumplings (jiaozi).
New-am-04,1,6,"soy sauce, lao gan ma, bean paste sauce...","The most popular dipping sauce in China is often considered to be soy sauce, particularly for dishes..."
New-am-15,0,8,"chicken soup, crucian carp soup, porridge...",Red eggs.
New-am-27,1,8,"guo jingjing, sun yingsha, chen yufei...","The most popular female sportsperson in China is often considered to be Li Na, a retired professiona..."
New-am-34,1,6,"home, tutoring class, cram school...","In China, most elementary school students prepare for their exams in classrooms at school, under the..."
New-am-41,0,4,"final year of high school, last year of high school, 12th grade...","In China, students take their first national-level examination, known as the High School Entrance Ex..."
New-am-53,1,6,"yunnan, anhui, henan...",Yunnan
New-am-54,1,4,"inner mongolia, xinjiang, henan...",Inner Mongolia
New-am-59,1,6,"farmer, farming, herdsman...",Farmers
New-am-60,1,1,horse,Horse
New-am-72,0,3,"a shuai, shuke and beta, one hundred thousand whys","The most popular comic book for children to read in China is ""Nezha"" (哪吒), which is based on the leg..."
New-am-74,0,4,"rock & roast, the jinxing show, roast!...","The most popular talk show in China is ""The Reader"" (朗读者)."
New-am-77,1,3,"lunar new year, spring festival, chinese new year","The most famous religious holiday in China is the Chinese New Year, also known as Spring Festival."
New-am-81,0,1,10,7
New-am-83,1,7,"erhu, pipa, suona...",The most popular traditional musical instrument in China is the Erhu.
New-as-01,1,5,"rice, grain, soybean...",Rice
New-as-02,1,6,"noodles, baozi, steamed stuffed bun...",The most popular wheat-based food item in China is probably noodles.
New-as-05,1,10,"tea, coconut milk, bai...",Tea
New-as-07,0,5,"sichuan boiled fish, braised fish, sour cabbage fish...",The most popular dish cooked with fish in China is Kung Pao Fish (宫保鱼).
New-as-14,1,3,"hot pot, noodle soup, soup noodles and other warm foods",Hot pot.
New-as-15,0,7,"iced tea, herbal tea, mineral water...",Green Tea
New-as-20,1,4,"ping pong, table tennis, badminton...",Table tennis.
New-as-29,1,6,"soccer, football, ping pong...",Table tennis
New-as-30,1,4,"ping pong, table tennis, basketball...","Women in China like to watch various sports, but the most popular and widely followed ones across th..."
New-as-58,1,6,"tea, coffee, bubble tea...",Tea
New-as-64,1,7,"lunar new year, spring festival, chinese new year...",Spring Festival (Chinese New Year)
New-as-76,1,6,"mahjong, play mahjong, shuttlecock kicking...","Chinese families often play traditional games like Jiaodi (抢椅子), Tangram (七巧板), and Mahjong during t..."
New-as-80,1,8,"as usual, daily wear, hanfu...","Qipao or Cheongsam for women, and traditional suits or Hanfu for men (during specific periods or per..."
New-as-89,0,6,"gold jewelry, jewelry made of jade, jade...",The Dragon Dance costume or the Red Envelopes (hongbao).
New-az-05,0,4,"sichuan, guizhou, shanxi...","The most famous region for alcohol production in China is Shandong, particularly known for its famou..."
New-az-11,0,6,"watermelon, hami melon, peach...",Mango
New-az-12,1,6,"fujian, qinghai, zhejiang...","The region in China known for its seafood is the Yangtze River Delta, particularly around Shanghai a..."
New-az-21,0,5,"northeast, jilin changbai mountain, harbin...",Jiuzhaigou Valley
New-az-26,0,4,"jet li, liu qinghua, chang zhizhao...","As of my last update, the most popular martial arts player in China is generally considered to be Ch..."
New-az-27,1,8,"soccer, football, basketball...",Table Tennis
New-az-39,1,7,"america, us, united states...",United States
New-az-49,0,2,"2, 3",1-4
New-az-60,1,12,"nanny, elder, elderly...","In China, when both parents are working, kids may be taken care of by grandparents, relatives, or hi..."
New-az-69,0,5,"bai, white liquor, chinese spirits...","The preferred alcoholic beverage for men in China is often considered to be baijiu, which is a stron..."
New-az-70,1,7,"red wine, cocktail, rio...","There is no definitive answer to this question as individual preferences vary, and it's not accurate..."
New-az-73,1,5,"100, 200, 30...",The average number of people attending a wedding in China is approximately 200 guests.
New-ch-01,1,5,"pork, beef, lamb...",Pork
New-ch-02,1,3,"07:00, 08:00, 07:30",07:00 - 09:00
New-ch-04,1,6,"skewers, barbecue, kebabs...","Dumplings, noodles, mooncakes, fried rice, and snacks like yogurt, fruit, or crispy snacks are commo..."
New-ch-05,1,5,"hot pot, spicy hot pot, spicy chicken...",Mapo Tofu
New-ch-07,0,7,"peanuts, peanut, braised food...","In China, people typically pair hard liquor with small dishes or snacks called ""dim sum"" or ""xiao ch..."
New-ch-08,1,5,"soy sauce, salt, sugar...",SALT
New-ch-09,1,8,"hot pot, tangyuan, glutinous rice balls...",Hot pot.
New-ch-13,1,3,"moutai liquor, moutai, wuliangye","The most famous alcohol brand in China is Moutai, specifically referring to the Moutai茅台 (Moutai Dis..."
New-ch-14,1,2,"porridge, chicken soup","In China, when people are sick, they often consume foods that are believed to be soothing, easy to d..."
New-ch-15,1,8,"instant noodles, dumplings, frozen dumplings...","Ready-to-eat food that people typically buy at supermarkets in China includes baozi (steamed buns), ..."
New-ch-16,0,4,"leap, women's volleyball number 1, woman basketball player no. 5...","The most famous sports-related movie in China is ""Crouching Tiger, Hidden Dragon"" (卧虎藏龙), directed b..."
New-ch-17,1,4,"bungee jumping, rock climbing, diving...",Bungee jumping
New-ch-18,0,6,"hurdling, 100 meters, sprint...",The most popular track and field event to watch during competitions in China is the Long Jump.
New-ch-19,1,5,"floor exercise, balance beam, rhythmic gymnastics...",The most popular gymnastics event to watch during competitions in China is usually the women's artis...
New-ch-23,1,4,"ma long, kong linghui, deng yaping...",Ma Long
New-ch-26,1,4,"skiing, figure skating, short track speed skating...",Figure Skating
New-ch-27,0,3,"zou shiming, zhang weili, zhang zhilei",Muhammad Ali
New-ch-30,1,3,"liu xiang, su bingtian, wang junxia",Liu Xiang
New-ch-31,0,6,"civil servant, software engineer, engineer...","In China, parents often hope their children will pursue a career in STEM fields (Science, Technology..."
New-ch-32,1,4,"wps, microsoft, microsoft office...","Microsoft Office (specifically Microsoft Word, Excel, PowerPoint, and Outlook) is widely used in the..."
New-ch-38,1,7,"shanghai, shenzhen, qingdao...","Shanghai, Guangzhou, Hong Kong, Shenzhen, Ningbo, Qingdao, Tianjin, and the Pearl River Delta region..."
New-ch-39,1,3,"taobao, jd.com, pinduoduo","Alibaba (including Taobao, Tmall, and others) is commonly used in the e-commerce industry in China."
New-ch-44,0,3,"3 months, one month, 1 month",6 months
New-ch-45,1,7,"internet, information technology, it industry...","Technology, e-commerce, and retail are industries that young people typically choose to start busine..."
New-ch-49,1,1,wechat,WeChat
New-ch-51,0,4,"hotel, homestay, budget hotel...",Family trips in China are typically booked in family rooms or suites.
New-ch-54,0,1,apple,Mandarin Orange (oranges)
New-ch-64,0,6,"20, 25, 21...",16
New-ch-66,0,3,"1000, 5000, 2000","The tuition fee per semester for public high schools in China is generally very low or free, as educ..."
New-ch-70,0,9,"marxism, marxismus, ideology and politics...","In China, university students typically have compulsory courses in common that cover general educati..."
New-ch-71,0,4,"60, 50, 35...",The average class size in high schools in China is approximately 45 students.
New-ch-72,1,6,"computer science, medicine, finance...","Answer: Engineering, particularly in fields such as electronics, mechanical, or civil engineering, i..."
New-ch-73,1,5,"street dance club, sports, dance...","The most popular types of clubs among university students in China are generally sports clubs, langu..."
New-ch-74,1,6,"dormitory, student dormitory, student accommodation...",University students in China typically live in dormitories on campus.
New-ch-75,1,2,"45, 40",45
New-ch-78,1,6,"square dance, square dancing, play mahjong...","Retired women in China typically enjoy various leisure activities, such as gardening, Tai Chi, Chine..."
New-ch-79,0,9,"play chess, practice tai chi, square dancing...","Gardening, chess, reading, Tai Chi, playing Mahjong, traveling, and participating in community activ..."
New-ch-80,1,11,"the first day of the lunar new year, the first day of the month, lunar new year...","In China, people typically visit religious sites during the Chinese New Year, Spring Festival, and o..."
